Id,CreationDate,PostId,RelatedPostId,LinkTypeId
2355,2014-05-18T04:34:12.567,788,705,1
2419,2014-05-23T16:52:48.923,803,715,1
3924,2014-07-06T19:30:54.153,907,607,1
3942,2014-07-08T14:56:16.673,907,607,3
4079,2014-07-22T16:51:41.757,945,939,1
4529,2014-08-18T14:29:31.100,993,2,1
4862,2014-09-23T20:40:53.947,1024,788,1
4863,2014-09-23T20:42:25.840,1024,22,1
5122,2014-10-24T19:46:42.580,993,2,3
5856,2015-01-04T15:00:23.657,2158,605,3
6308,2015-02-19T20:51:09.083,3261,605,3
6309,2015-02-19T20:52:05.863,3261,605,1
6721,2015-04-23T05:12:23.810,3341,3322,1
6796,2015-04-30T12:41:28.660,3344,2,1
7272,2015-06-23T14:09:47.053,3414,485,1
8211,2015-09-04T07:44:25.013,4562,5,1
8422,2015-10-06T00:57:33.287,4620,22,3
9363,2015-12-15T06:20:32.850,4726,4667,1
9377,2015-12-15T20:45:59.647,4726,777,1
9527,2015-12-30T20:42:23.233,4673,4650,1
9535,2016-01-02T02:26:39.177,4673,4650,3
9593,2016-01-06T14:21:40.723,4755,300,1
9594,2016-01-06T14:52:36.833,4755,300,3
9621,2016-01-13T09:24:31.300,4771,430,1
9691,2016-01-20T13:34:21.783,4785,976,1
9693,2016-01-20T18:55:12.870,4785,976,3
10028,2016-02-19T17:09:15.807,4839,4630,1
10173,2016-02-25T22:15:33.670,4869,28,1
10174,2016-02-25T22:15:33.670,4869,4778,1
10185,2016-02-26T00:14:52.603,4869,602,1
12868,2016-06-21T13:26:02.563,5158,5026,1
14732,2016-08-31T13:24:52.743,6268,4675,1
14935,2016-10-03T20:56:46.427,6321,300,1
15191,2016-10-24T12:20:12.140,6364,123,1
15979,2017-01-30T15:53:06.937,6497,8,1
15990,2017-01-30T19:26:38.107,6501,399,1
16207,2017-02-14T17:01:31.343,485,3414,1
16208,2017-02-14T17:01:31.343,485,728,1
16493,2017-02-26T16:43:38.463,6601,6235,1
16629,2017-03-03T14:22:24.557,6634,6561,1
16775,2017-03-15T19:12:38.457,6672,6649,1
16791,2017-03-16T11:53:36.590,6675,5071,1
17664,2017-04-17T16:23:14.993,6774,300,1
17951,2017-04-30T13:58:57.120,6811,6785,1
18541,2017-06-12T11:54:03.833,6899,4813,1
18603,2017-06-15T03:29:10.073,4562,83,1
18796,2017-06-30T17:26:10.773,6937,351,1
18826,2017-07-03T08:46:51.437,6937,351,3
19181,2017-08-20T11:26:24.447,6987,3421,1
19202,2017-08-21T06:19:47.037,6991,6561,1
19919,2017-09-30T00:08:39.053,7028,7024,1
20049,2017-10-04T14:23:45.877,7032,6976,1
22116,2017-12-01T09:15:46.900,7097,5134,1
22157,2017-12-03T04:07:02.673,7096,6235,1
22479,2017-12-24T22:58:14.463,7134,854,1
22511,2017-12-28T01:03:18.533,7134,854,3
22597,2018-01-17T16:14:15.970,7151,4797,1
22677,2018-01-20T19:14:46.333,7155,6297,1
22818,2018-01-26T11:08:01.603,7155,6297,3
22852,2018-01-29T21:16:38.773,7168,7003,1
26580,2018-05-02T08:53:51.877,7262,6596,1
26752,2018-05-15T23:24:12.460,7291,7283,1
27489,2018-06-01T16:05:07.020,7321,7271,1
27490,2018-06-01T16:06:53.793,7271,7321,1
27793,2018-06-26T05:05:59.367,340,602,1
27817,2018-06-28T16:32:52.923,7351,8,1
27928,2018-07-15T12:31:30.400,7383,5071,1
28816,2018-08-19T13:54:01.663,7445,4979,1
28825,2018-08-20T07:44:24.347,7445,4979,3
28952,2018-08-27T11:54:13.220,7456,7271,1
29797,2018-10-28T13:43:04.653,7538,7479,1
30267,2018-11-29T17:40:54.530,7577,4979,1
30496,2018-12-15T15:43:51.917,7602,7551,1
30507,2018-12-15T17:31:02.390,7602,7551,3
31555,2019-03-24T03:08:13.650,7673,6245,1
32391,2019-05-26T22:37:00.177,7750,435,1
32394,2019-05-27T16:29:08.770,7750,435,3
32469,2019-06-02T20:16:54.727,7755,5,1
32478,2019-06-03T03:52:40.300,945,2139,1
32714,2019-06-29T23:22:48.050,4675,6268,1
34007,2019-08-21T18:42:41.170,7827,7383,1
34008,2019-08-22T00:19:33.410,7827,7383,3
34603,2019-12-05T12:49:57.713,7865,725,1
34604,2019-12-05T12:58:59.440,725,7865,1
35423,2020-02-17T00:06:28.240,7975,6262,1
37117,2020-04-21T11:17:46.533,8042,4588,1
37156,2020-04-25T04:58:13.697,6245,7673,3
37262,2020-05-11T18:35:31.343,8058,7412,1
37293,2020-05-17T01:52:33.377,8058,7412,3
37548,2020-06-20T22:02:06.643,8081,4811,1
37561,2020-06-21T14:20:18.510,8081,791,1
37562,2020-06-22T10:17:42.880,8081,791,3
